game_date,game_pk,bp_batters_faced,bp_strikeouts,bp_walks,bp_swings,bp_whiffs,bp_pitches,team,bp_K_pct,bp_BB_pct,bp_whiff_pct
2025-08-23,776617,10,4,0,22,7,42,SD,0.4,0.0,0.3181818181818182
2025-08-24,776603,17,2,1,30,8,71,SD,0.11764705882352941,0.058823529411764705,0.26666666666666666
2025-08-25,776595,21,5,2,35,11,74,SD,0.23809523809523808,0.09523809523809523,0.3142857142857143
2025-08-26,776577,19,6,1,48,12,89,SD,0.3157894736842105,0.05263157894736842,0.25
2025-08-27,776561,18,2,2,28,6,63,SD,0.1111111111111111,0.1111111111111111,0.21428571428571427
2025-08-29,776541,27,2,5,45,4,115,SD,0.07407407407407407,0.18518518518518517,0.08888888888888889
2025-08-30,776530,13,1,0,27,8,53,SD,0.07692307692307693,0.0,0.2962962962962963
2025-08-31,776513,31,8,4,51,13,123,SD,0.25806451612903225,0.12903225806451613,0.2549019607843137
2025-09-01,776494,21,6,0,44,10,81,SD,0.2857142857142857,0.0,0.22727272727272727
2025-09-02,776480,23,5,2,40,10,77,SD,0.21739130434782608,0.08695652173913043,0.25
2025-09-03,776465,26,10,5,46,19,118,SD,0.38461538461538464,0.19230769230769232,0.41304347826086957
2025-09-05,776442,10,4,2,13,5,40,SD,0.4,0.2,0.38461538461538464
2025-09-06,776431,16,4,2,37,16,69,SD,0.25,0.125,0.43243243243243246
2025-09-07,776417,14,4,2,24,8,59,SD,0.2857142857142857,0.14285714285714285,0.3333333333333333
2025-09-08,776407,14,6,0,25,9,53,SD,0.42857142857142855,0.0,0.36
2025-09-09,776392,15,7,1,28,10,68,SD,0.4666666666666667,0.06666666666666667,0.35714285714285715
2025-09-10,776377,13,2,3,17,3,51,SD,0.15384615384615385,0.23076923076923078,0.17647058823529413
2025-09-11,776365,9,5,0,20,8,36,SD,0.5555555555555556,0.0,0.4
2025-09-12,776357,18,3,0,35,13,49,SD,0.16666666666666666,0.0,0.37142857142857144
2025-09-13,776341,13,4,0,22,5,47,SD,0.3076923076923077,0.0,0.22727272727272727
2025-09-14,776323,18,8,1,39,13,77,SD,0.4444444444444444,0.05555555555555555,0.3333333333333333
2025-09-16,776304,18,9,2,44,12,100,SD,0.5,0.1111111111111111,0.2727272727272727
2025-09-17,776288,17,4,2,38,8,76,SD,0.23529411764705882,0.11764705882352941,0.21052631578947367
2025-09-18,776276,23,6,3,56,15,105,SD,0.2608695652173913,0.13043478260869565,0.26785714285714285
2025-09-19,776264,6,1,0,10,2,22,SD,0.16666666666666666,0.0,0.2
2025-09-20,776250,16,4,2,35,9,60,SD,0.25,0.125,0.2571428571428571
2025-09-21,776235,17,7,5,26,11,72,SD,0.4117647058823529,0.29411764705882354,0.4230769230769231
2025-09-22,776222,22,6,2,35,9,86,SD,0.2727272727272727,0.09090909090909091,0.2571428571428571
2025-09-23,776214,9,2,0,16,4,33,SD,0.2222222222222222,0.0,0.25
2025-09-24,776198,15,1,1,28,5,63,SD,0.06666666666666667,0.06666666666666667,0.17857142857142858
2025-09-26,776170,20,7,6,33,11,101,SD,0.35,0.3,0.3333333333333333
2025-09-27,776152,23,9,2,38,12,90,SD,0.391304347826087,0.08695652173913043,0.3157894736842105
2025-09-28,776136,15,6,1,28,7,61,SD,0.4,0.06666666666666667,0.25
2025-09-30,813066,12,4,0,19,7,42,SD,0.3333333333333333,0.0,0.3684210526315789
2025-10-01,813064,17,6,0,34,10,78,SD,0.35294117647058826,0.0,0.29411764705882354
2025-03-27,778561,16,3,1,28,7,57,SF,0.1875,0.0625,0.25
2025-03-29,778540,11,4,0,30,7,52,SF,0.36363636363636365,0.0,0.23333333333333334
2025-03-30,778522,12,1,1,20,6,45,SF,0.08333333333333333,0.08333333333333333,0.3
2025-03-31,778505,13,4,1,23,7,53,SF,0.3076923076923077,0.07692307692307693,0.30434782608695654
2025-04-01,778489,8,1,0,14,4,30,SF,0.125,0.0,0.2857142857142857
2025-04-02,778475,19,6,1,29,11,57,SF,0.3157894736842105,0.05263157894736842,0.3793103448275862
2025-04-04,778444,42,6,4,71,15,151,SF,0.14285714285714285,0.09523809523809523,0.2112676056338028
2025-04-05,778436,12,3,1,22,5,44,SF,0.25,0.08333333333333333,0.22727272727272727
2025-04-06,778427,17,1,1,29,5,64,SF,0.058823529411764705,0.058823529411764705,0.1724137931034483
2025-04-07,778410,11,3,2,14,3,43,SF,0.2727272727272727,0.18181818181818182,0.21428571428571427
2025-04-08,778397,11,2,1,19,4,39,SF,0.18181818181818182,0.09090909090909091,0.21052631578947367
2025-04-09,778376,15,7,1,22,6,56,SF,0.4666666666666667,0.06666666666666667,0.2727272727272727
2025-04-11,778370,4,2,1,12,2,28,SF,0.5,0.25,0.16666666666666666
2025-04-12,778355,16,5,1,28,10,64,SF,0.3125,0.0625,0.35714285714285715
2025-04-13,778339,14,4,0,25,5,52,SF,0.2857142857142857,0.0,0.2
2025-04-14,778320,15,5,1,29,7,66,SF,0.3333333333333333,0.06666666666666667,0.2413793103448276
2025-04-15,778313,10,1,1,20,3,44,SF,0.1,0.1,0.15
2025-04-16,778296,18,5,1,26,6,68,SF,0.2777777777777778,0.05555555555555555,0.23076923076923078
2025-04-17,778279,5,2,2,12,3,25,SF,0.4,0.4,0.25
2025-04-18,778260,6,0,0,10,3,23,SF,0.0,0.0,0.3
2025-04-19,778243,7,1,0,14,3,31,SF,0.14285714285714285,0.0,0.21428571428571427
2025-04-20,778232,13,3,2,18,3,52,SF,0.23076923076923078,0.15384615384615385,0.16666666666666666
2025-04-21,778226,14,5,2,26,8,56,SF,0.35714285714285715,0.14285714285714285,0.3076923076923077
2025-04-22,778210,19,1,1,32,3,61,SF,0.05263157894736842,0.05263157894736842,0.09375
2025-04-23,778198,12,2,0,25,5,44,SF,0.16666666666666666,0.0,0.2
2025-04-24,778194,21,5,3,30,11,73,SF,0.23809523809523808,0.14285714285714285,0.36666666666666664
2025-04-25,778171,10,4,0,14,4,38,SF,0.4,0.0,0.2857142857142857
2025-04-26,778159,9,2,0,15,5,27,SF,0.2222222222222222,0.0,0.3333333333333333
2025-04-27,778151,15,7,0,37,13,60,SF,0.4666666666666667,0.0,0.35135135135135137
2025-04-29,778126,13,2,0,28,7,59,SF,0.15384615384615385,0.0,0.25
2025-04-30,778105,14,2,1,20,3,51,SF,0.14285714285714285,0.07142857142857142,0.15
2025-05-01,778098,12,2,1,21,4,41,SF,0.16666666666666666,0.08333333333333333,0.19047619047619047
2025-05-02,778082,6,1,0,11,1,26,SF,0.16666666666666666,0.0,0.09090909090909091
2025-05-03,778069,15,2,1,27,3,57,SF,0.13333333333333333,0.06666666666666667,0.1111111111111111
2025-05-04,778048,10,2,0,21,2,40,SF,0.2,0.0,0.09523809523809523
2025-05-05,778044,17,1,3,24,3,58,SF,0.058823529411764705,0.17647058823529413,0.125
2025-05-06,778027,25,9,4,45,18,92,SF,0.36,0.16,0.4
2025-05-07,778020,10,2,1,15,5,38,SF,0.2,0.1,0.3333333333333333
2025-05-09,777992,9,3,2,19,6,42,SF,0.3333333333333333,0.2222222222222222,0.3157894736842105
2025-05-10,777974,3,3,0,9,4,12,SF,1.0,0.0,0.4444444444444444
2025-05-11,777956,23,7,1,41,11,90,SF,0.30434782608695654,0.043478260869565216,0.2682926829268293
2025-05-12,777939,8,3,0,12,4,24,SF,0.375,0.0,0.3333333333333333
2025-05-13,777930,14,0,1,25,4,47,SF,0.0,0.07142857142857142,0.16
2025-05-14,777916,32,5,5,50,14,131,SF,0.15625,0.15625,0.28
2025-05-16,777891,3,3,0,5,4,12,SF,1.0,0.0,0.8
2025-05-17,777879,13,3,1,16,3,34,SF,0.23076923076923078,0.07692307692307693,0.1875
2025-05-18,777867,16,4,0,29,10,53,SF,0.25,0.0,0.3448275862068966
2025-05-19,777855,10,0,1,17,1,36,SF,0.0,0.1,0.058823529411764705
2025-05-20,777836,14,6,1,28,10,59,SF,0.42857142857142855,0.07142857142857142,0.35714285714285715
2025-05-21,777819,21,0,0,34,6,56,SF,0.0,0.0,0.17647058823529413
2025-05-23,777801,8,1,1,18,5,35,SF,0.125,0.125,0.2777777777777778
2025-05-24,777793,15,4,0,25,7,51,SF,0.26666666666666666,0.0,0.28
2025-05-25,777778,11,3,0,20,3,37,SF,0.2727272727272727,0.0,0.15
2025-05-26,777770,14,2,1,20,4,48,SF,0.14285714285714285,0.07142857142857142,0.2
2025-05-27,777755,6,3,0,9,4,23,SF,0.5,0.0,0.4444444444444444
2025-05-28,777738,15,9,0,25,9,52,SF,0.6,0.0,0.36
2025-05-30,777717,19,6,4,33,7,83,SF,0.3157894736842105,0.21052631578947367,0.21212121212121213
2025-05-31,777705,3,0,0,3,0,5,SF,0.0,0.0,0.0
2025-06-01,777689,19,4,5,31,7,78,SF,0.21052631578947367,0.2631578947368421,0.22580645161290322
2025-06-02,777676,6,2,0,13,1,21,SF,0.3333333333333333,0.0,0.07692307692307693
2025-06-03,777656,21,3,4,34,12,82,SF,0.14285714285714285,0.19047619047619047,0.35294117647058826
2025-06-04,777641,18,3,1,30,6,61,SF,0.16666666666666666,0.05555555555555555,0.2
2025-06-05,777633,9,3,0,19,3,37,SF,0.3333333333333333,0.0,0.15789473684210525
2025-06-06,777619,24,5,1,44,9,94,SF,0.20833333333333334,0.041666666666666664,0.20454545454545456
2025-06-07,777598,12,0,1,18,3,48,SF,0.0,0.08333333333333333,0.16666666666666666
2025-06-08,777587,11,6,0,22,6,51,SF,0.5454545454545454,0.0,0.2727272727272727
2025-06-10,777563,19,4,5,40,11,83,SF,0.21052631578947367,0.2631578947368421,0.275
2025-06-11,777547,21,1,1,35,4,80,SF,0.047619047619047616,0.047619047619047616,0.11428571428571428
2025-06-12,777534,17,2,4,35,12,79,SF,0.11764705882352941,0.23529411764705882,0.34285714285714286
2025-06-13,777522,7,1,1,9,1,23,SF,0.14285714285714285,0.14285714285714285,0.1111111111111111
2025-06-14,777506,31,1,5,49,10,117,SF,0.03225806451612903,0.16129032258064516,0.20408163265306123
2025-06-15,777498,17,4,0,26,7,50,SF,0.23529411764705882,0.0,0.2692307692307692
2025-06-17,777472,9,1,0,19,4,29,SF,0.1111111111111111,0.0,0.21052631578947367
2025-06-18,777454,14,4,2,26,6,61,SF,0.2857142857142857,0.14285714285714285,0.23076923076923078
2025-06-19,777440,6,3,0,13,4,23,SF,0.5,0.0,0.3076923076923077
2025-06-20,777425,18,6,0,29,7,71,SF,0.3333333333333333,0.0,0.2413793103448276
2025-06-21,777417,12,1,0,22,4,39,SF,0.08333333333333333,0.0,0.18181818181818182
2025-06-22,777395,16,4,2,32,6,73,SF,0.25,0.125,0.1875
2025-06-24,777364,18,2,0,28,2,69,SF,0.1111111111111111,0.0,0.07142857142857142
2025-06-25,777355,21,4,3,36,6,76,SF,0.19047619047619047,0.14285714285714285,0.16666666666666666
2025-06-26,777347,24,7,2,33,7,82,SF,0.2916666666666667,0.08333333333333333,0.21212121212121213
2025-06-27,777338,12,2,1,25,3,51,SF,0.16666666666666666,0.08333333333333333,0.12
2025-06-28,777327,8,2,0,16,4,30,SF,0.25,0.0,0.25
2025-06-29,777311,13,0,1,20,1,38,SF,0.0,0.07692307692307693,0.05
2025-06-30,777291,6,1,0,14,2,22,SF,0.16666666666666666,0.0,0.14285714285714285
2025-07-01,777278,18,5,1,37,9,74,SF,0.2777777777777778,0.05555555555555555,0.24324324324324326
2025-07-02,777270,24,9,1,43,10,83,SF,0.375,0.041666666666666664,0.23255813953488372
2025-07-04,777244,22,7,0,50,7,89,SF,0.3181818181818182,0.0,0.14
2025-07-05,777227,7,2,0,19,7,29,SF,0.2857142857142857,0.0,0.3684210526315789
2025-07-06,777210,16,2,2,21,4,45,SF,0.125,0.125,0.19047619047619047
2025-07-07,777199,14,2,1,33,4,66,SF,0.14285714285714285,0.07142857142857142,0.12121212121212122
2025-07-08,777186,16,1,1,33,4,53,SF,0.0625,0.0625,0.12121212121212122
2025-07-09,777163,23,2,3,40,7,90,SF,0.08695652173913043,0.13043478260869565,0.175
2025-07-11,777143,16,0,1,28,2,55,SF,0.0,0.0625,0.07142857142857142
2025-07-12,777127,10,2,0,19,5,38,SF,0.2,0.0,0.2631578947368421
2025-07-13,777119,20,6,1,44,12,80,SF,0.3,0.05,0.2727272727272727
2025-07-18,777108,17,2,1,32,6,58,SF,0.11764705882352941,0.058823529411764705,0.1875
2025-07-19,777094,9,2,0,16,3,27,SF,0.2222222222222222,0.0,0.1875
2025-07-20,777079,15,4,0,33,8,55,SF,0.26666666666666666,0.0,0.24242424242424243
2025-07-21,777069,34,12,5,81,23,164,SF,0.35294117647058826,0.14705882352941177,0.2839506172839506
2025-07-22,777058,17,8,1,34,11,74,SF,0.47058823529411764,0.058823529411764705,0.3235294117647059
2025-07-23,777041,18,4,0,34,7,61,SF,0.2222222222222222,0.0,0.20588235294117646
2025-07-25,777004,19,6,1,33,9,81,SF,0.3157894736842105,0.05263157894736842,0.2727272727272727
2025-07-26,776985,14,5,2,17,4,53,SF,0.35714285714285715,0.14285714285714285,0.23529411764705882
2025-07-27,776974,37,7,2,66,11,134,SF,0.1891891891891892,0.05405405405405406,0.16666666666666666
2025-07-28,776964,17,5,2,29,9,64,SF,0.29411764705882354,0.11764705882352941,0.3103448275862069
2025-07-29,776943,18,4,0,25,6,53,SF,0.2222222222222222,0.0,0.24
2025-07-30,776933,18,3,3,32,6,72,SF,0.16666666666666666,0.16666666666666666,0.1875
2025-08-01,776926,15,1,3,15,3,44,SF,0.06666666666666667,0.2,0.2
2025-08-02,776911,25,2,2,47,9,102,SF,0.08,0.08,0.19148936170212766
2025-08-03,776887,16,4,1,30,6,63,SF,0.25,0.0625,0.2
2025-08-04,776879,17,4,2,39,6,84,SF,0.23529411764705882,0.11764705882352941,0.15384615384615385
2025-08-05,776866,9,3,1,17,4,36,SF,0.3333333333333333,0.1111111111111111,0.23529411764705882
2025-08-06,776844,11,3,0,29,6,55,SF,0.2727272727272727,0.0,0.20689655172413793
2025-08-08,776822,28,6,2,55,12,108,SF,0.21428571428571427,0.07142857142857142,0.21818181818181817
2025-08-09,776802,20,2,0,30,5,69,SF,0.1,0.0,0.16666666666666666
2025-08-10,776793,19,2,0,28,1,58,SF,0.10526315789473684,0.0,0.03571428571428571
2025-08-11,776780,10,2,0,17,6,40,SF,0.2,0.0,0.35294117647058826
2025-08-12,776767,14,0,3,23,4,60,SF,0.0,0.21428571428571427,0.17391304347826086
2025-08-13,776749,34,4,3,70,8,131,SF,0.11764705882352941,0.08823529411764706,0.11428571428571428
2025-08-15,776729,26,5,1,43,10,93,SF,0.19230769230769232,0.038461538461538464,0.23255813953488372
2025-08-16,776711,12,1,2,13,1,40,SF,0.08333333333333333,0.16666666666666666,0.07692307692307693
2025-08-17,776703,9,2,1,20,6,34,SF,0.2222222222222222,0.1111111111111111,0.3
2025-08-18,776683,9,1,0,17,2,40,SF,0.1111111111111111,0.0,0.11764705882352941
2025-08-19,776667,21,3,2,40,9,83,SF,0.14285714285714285,0.09523809523809523,0.225
2025-08-20,776656,23,6,1,45,9,86,SF,0.2608695652173913,0.043478260869565216,0.2
2025-08-21,776642,17,3,1,32,4,59,SF,0.17647058823529413,0.058823529411764705,0.125
2025-08-22,776634,21,7,2,35,6,85,SF,0.3333333333333333,0.09523809523809523,0.17142857142857143
2025-08-23,776621,11,2,0,18,4,43,SF,0.18181818181818182,0.0,0.2222222222222222
2025-08-24,776608,15,3,0,25,6,56,SF,0.2,0.0,0.24
2025-08-26,776576,10,5,0,21,8,44,SF,0.5,0.0,0.38095238095238093
2025-08-27,776557,13,5,1,26,8,56,SF,0.38461538461538464,0.07692307692307693,0.3076923076923077
2025-08-28,776550,7,2,1,10,2,23,SF,0.2857142857142857,0.14285714285714285,0.2
2025-08-29,776533,18,4,0,32,7,64,SF,0.2222222222222222,0.0,0.21875
2025-08-30,776516,28,8,2,55,17,112,SF,0.2857142857142857,0.07142857142857142,0.3090909090909091
2025-08-31,776507,19,0,2,40,1,74,SF,0.0,0.10526315789473684,0.025
2025-09-01,776492,13,2,0,29,8,53,SF,0.15384615384615385,0.0,0.27586206896551724
2025-09-02,776486,15,3,1,28,7,52,SF,0.2,0.06666666666666667,0.25
2025-09-03,776467,18,3,1,34,9,62,SF,0.16666666666666666,0.05555555555555555,0.2647058823529412
2025-09-05,776445,16,5,0,30,10,57,SF,0.3125,0.0,0.3333333333333333
2025-09-06,776437,12,1,1,14,2,37,SF,0.08333333333333333,0.08333333333333333,0.14285714285714285
2025-09-07,776416,17,5,1,32,8,64,SF,0.29411764705882354,0.058823529411764705,0.25
2025-09-08,776399,12,3,0,20,3,34,SF,0.25,0.0,0.15
2025-09-09,776394,18,2,1,34,5,66,SF,0.1111111111111111,0.05555555555555555,0.14705882352941177
2025-09-10,776374,31,8,4,59,12,132,SF,0.25806451612903225,0.12903225806451613,0.2033898305084746
2025-09-12,776350,10,1,0,16,2,38,SF,0.1,0.0,0.125
2025-09-13,776328,27,2,3,47,7,96,SF,0.07407407407407407,0.1111111111111111,0.14893617021276595
2025-09-14,776325,29,4,2,51,8,109,SF,0.13793103448275862,0.06896551724137931,0.1568627450980392
2025-09-15,776309,22,1,3,33,4,88,SF,0.045454545454545456,0.13636363636363635,0.12121212121212122
2025-09-16,776294,29,2,4,38,7,94,SF,0.06896551724137931,0.13793103448275862,0.18421052631578946
2025-09-17,776279,16,2,1,30,5,58,SF,0.125,0.0625,0.16666666666666666
2025-09-18,776271,4,0,0,7,0,13,SF,0.0,0.0,0.0
2025-09-19,776256,12,1,0,18,3,38,SF,0.08333333333333333,0.0,0.16666666666666666
2025-09-20,776233,26,4,2,40,10,98,SF,0.15384615384615385,0.07692307692307693,0.25
2025-09-21,776227,9,3,0,19,5,38,SF,0.3333333333333333,0.0,0.2631578947368421
2025-09-22,776220,18,6,1,23,8,57,SF,0.3333333333333333,0.05555555555555555,0.34782608695652173
2025-09-23,776211,17,3,1,36,6,76,SF,0.17647058823529413,0.058823529411764705,0.16666666666666666
2025-09-24,776196,19,6,2,33,5,79,SF,0.3157894736842105,0.10526315789473684,0.15151515151515152
2025-09-26,776166,7,3,0,13,5,28,SF,0.42857142857142855,0.0,0.38461538461538464
2025-09-27,776146,13,1,2,20,3,46,SF,0.07692307692307693,0.15384615384615385,0.15
2025-09-28,776137,13,5,2,19,5,53,SF,0.38461538461538464,0.15384615384615385,0.2631578947368421
2025-03-27,778547,7,2,1,10,4,23,SEA,0.2857142857142857,0.14285714285714285,0.4
2025-03-28,778541,23,1,3,34,5,78,SEA,0.043478260869565216,0.13043478260869565,0.14705882352941177
2025-03-29,778521,14,3,0,28,3,56,SEA,0.21428571428571427,0.0,0.10714285714285714
2025-03-30,778513,11,3,1,21,8,40,SEA,0.2727272727272727,0.09090909090909091,0.38095238095238093
2025-03-31,778496,37,5,3,68,10,143,SEA,0.13513513513513514,0.08108108108108109,0.14705882352941177
2025-04-01,778486,15,3,0,30,6,61,SEA,0.2,0.0,0.2
2025-04-02,778469,9,3,2,18,10,37,SEA,0.3333333333333333,0.2222222222222222,0.5555555555555556
2025-04-04,778444,38,10,2,76,20,175,SEA,0.2631578947368421,0.05263157894736842,0.2631578947368421
2025-04-05,778436,11,1,1,16,4,36,SEA,0.09090909090909091,0.09090909090909091,0.25
2025-04-06,778427,12,3,2,20,5,48,SEA,0.25,0.16666666666666666,0.25
2025-04-07,778405,14,3,1,20,5,55,SEA,0.21428571428571427,0.07142857142857142,0.25
2025-04-08,778398,26,6,0,40,11,96,SEA,0.23076923076923078,0.0,0.275
2025-04-09,778383,22,2,2,40,7,81,SEA,0.09090909090909091,0.09090909090909091,0.175
2025-04-11,778360,17,3,0,23,4,57,SEA,0.17647058823529413,0.0,0.17391304347826086
2025-04-12,778341,8,0,0,16,2,35,SEA,0.0,0.0,0.125
2025-04-13,778334,13,4,0,26,7,50,SEA,0.3076923076923077,0.0,0.2692307692307692
2025-04-15,778316,16,3,3,32,7,73,SEA,0.1875,0.1875,0.21875
2025-04-16,778304,17,3,0,35,8,67,SEA,0.17647058823529413,0.0,0.22857142857142856
2025-04-17,778285,26,3,6,34,6,102,SEA,0.11538461538461539,0.23076923076923078,0.17647058823529413
2025-04-18,778273,3,0,0,3,0,8,SEA,0.0,0.0,0.0
2025-04-19,778258,28,3,1,45,6,96,SEA,0.10714285714285714,0.03571428571428571,0.13333333333333333
2025-04-20,778241,15,2,2,24,4,44,SEA,0.13333333333333333,0.13333333333333333,0.16666666666666666
2025-04-22,778224,19,5,3,33,12,82,SEA,0.2631578947368421,0.15789473684210525,0.36363636363636365
2025-04-23,778207,12,4,1,20,7,48,SEA,0.3333333333333333,0.08333333333333333,0.35
2025-04-24,778196,11,4,1,22,9,47,SEA,0.36363636363636365,0.09090909090909091,0.4090909090909091
2025-04-25,778175,28,5,0,41,6,96,SEA,0.17857142857142858,0.0,0.14634146341463414
2025-04-26,778154,12,2,0,31,8,43,SEA,0.16666666666666666,0.0,0.25806451612903225
2025-04-27,778136,19,4,0,33,5,61,SEA,0.21052631578947367,0.0,0.15151515151515152
2025-04-29,778121,16,5,0,27,6,57,SEA,0.3125,0.0,0.2222222222222222
2025-04-30,778104,11,0,1,18,3,40,SEA,0.0,0.09090909090909091,0.16666666666666666
2025-05-02,778083,10,2,0,18,2,41,SEA,0.2,0.0,0.1111111111111111
2025-05-03,778070,11,2,2,21,4,44,SEA,0.18181818181818182,0.18181818181818182,0.19047619047619047
2025-05-04,778052,13,2,2,22,6,45,SEA,0.15384615384615385,0.15384615384615385,0.2727272727272727
2025-05-05,778038,32,4,3,58,8,129,SEA,0.125,0.09375,0.13793103448275862
2025-05-06,778024,18,5,2,31,9,65,SEA,0.2777777777777778,0.1111111111111111,0.2903225806451613
2025-05-07,778010,10,3,0,17,8,35,SEA,0.3,0.0,0.47058823529411764
2025-05-09,777984,16,5,1,26,10,57,SEA,0.3125,0.0625,0.38461538461538464
2025-05-10,777970,20,7,3,31,7,78,SEA,0.35,0.15,0.22580645161290322
2025-05-11,777958,19,1,1,29,2,60,SEA,0.05263157894736842,0.05263157894736842,0.06896551724137931
2025-05-12,777941,21,4,2,41,6,83,SEA,0.19047619047619047,0.09523809523809523,0.14634146341463414
2025-05-13,777926,20,7,2,39,16,91,SEA,0.35,0.1,0.41025641025641024
2025-05-14,777915,12,6,0,21,6,45,SEA,0.5,0.0,0.2857142857142857
2025-05-16,777896,11,6,0,26,10,46,SEA,0.5454545454545454,0.0,0.38461538461538464
2025-05-17,777875,15,5,0,31,8,61,SEA,0.3333333333333333,0.0,0.25806451612903225
2025-05-18,777868,9,0,2,16,1,37,SEA,0.0,0.2222222222222222,0.0625
2025-05-19,777857,10,3,2,17,6,43,SEA,0.3,0.2,0.35294117647058826
2025-05-20,777846,26,7,0,48,10,94,SEA,0.2692307692307692,0.0,0.20833333333333334
2025-05-21,777830,13,3,1,21,5,51,SEA,0.23076923076923078,0.07692307692307693,0.23809523809523808
2025-05-22,777822,22,2,1,37,5,82,SEA,0.09090909090909091,0.045454545454545456,0.13513513513513514
2025-05-23,777800,12,0,1,21,3,37,SEA,0.0,0.08333333333333333,0.14285714285714285
2025-05-24,777787,7,0,0,18,2,22,SEA,0.0,0.0,0.1111111111111111
2025-05-25,777774,13,2,2,21,7,54,SEA,0.15384615384615385,0.15384615384615385,0.3333333333333333
2025-05-27,777743,3,1,0,5,1,10,SEA,0.3333333333333333,0.0,0.2
2025-05-28,777730,20,2,2,35,2,66,SEA,0.1,0.1,0.05714285714285714
2025-05-29,777722,25,4,0,46,9,76,SEA,0.16,0.0,0.1956521739130435
2025-05-30,777713,21,4,3,35,5,78,SEA,0.19047619047619047,0.14285714285714285,0.14285714285714285
2025-05-31,777695,29,9,2,59,16,126,SEA,0.3103448275862069,0.06896551724137931,0.2711864406779661
2025-06-01,777680,13,4,1,22,6,61,SEA,0.3076923076923077,0.07692307692307693,0.2727272727272727
2025-06-03,777655,16,1,1,29,2,62,SEA,0.0625,0.0625,0.06896551724137931
2025-06-04,777645,14,3,3,22,6,59,SEA,0.21428571428571427,0.21428571428571427,0.2727272727272727
2025-06-05,777628,11,4,0,26,7,50,SEA,0.36363636363636365,0.0,0.2692307692307692
2025-06-06,777614,10,5,0,17,5,46,SEA,0.5,0.0,0.29411764705882354
2025-06-07,777603,18,1,4,31,5,68,SEA,0.05555555555555555,0.2222222222222222,0.16129032258064516
2025-06-08,777589,7,4,1,14,9,32,SEA,0.5714285714285714,0.14285714285714285,0.6428571428571429
2025-06-09,777577,26,7,5,43,11,106,SEA,0.2692307692307692,0.19230769230769232,0.2558139534883721
2025-06-10,777559,16,4,2,32,5,68,SEA,0.25,0.125,0.15625
2025-06-11,777548,9,2,0,21,1,37,SEA,0.2222222222222222,0.0,0.047619047619047616
2025-06-13,777520,10,1,0,16,2,37,SEA,0.1,0.0,0.125
2025-06-14,777507,15,4,0,34,5,61,SEA,0.26666666666666666,0.0,0.14705882352941177
2025-06-15,777495,8,2,0,14,4,28,SEA,0.25,0.0,0.2857142857142857
2025-06-16,777486,14,2,2,34,4,62,SEA,0.14285714285714285,0.14285714285714285,0.11764705882352941
2025-06-17,777473,7,4,0,17,7,30,SEA,0.5714285714285714,0.0,0.4117647058823529
2025-06-18,777453,9,2,0,16,3,40,SEA,0.2222222222222222,0.0,0.1875
2025-06-20,777436,14,1,2,19,1,49,SEA,0.07142857142857142,0.14285714285714285,0.05263157894736842
2025-06-21,777419,18,5,2,38,9,81,SEA,0.2777777777777778,0.1111111111111111,0.23684210526315788
2025-06-22,777403,16,3,1,25,5,65,SEA,0.1875,0.0625,0.2
2025-06-23,777388,10,2,0,18,1,37,SEA,0.2,0.0,0.05555555555555555
2025-06-24,777375,14,3,1,29,6,56,SEA,0.21428571428571427,0.07142857142857142,0.20689655172413793
2025-06-25,777363,7,3,0,15,4,28,SEA,0.42857142857142855,0.0,0.26666666666666666
2025-06-26,777356,22,1,4,29,4,73,SEA,0.045454545454545456,0.18181818181818182,0.13793103448275862
2025-06-27,777340,29,7,3,50,9,105,SEA,0.2413793103448276,0.10344827586206896,0.18
2025-06-28,777322,15,3,3,26,8,67,SEA,0.2,0.2,0.3076923076923077
2025-06-29,777302,22,5,0,46,6,95,SEA,0.22727272727272727,0.0,0.13043478260869565
2025-06-30,777297,12,4,1,21,4,48,SEA,0.3333333333333333,0.08333333333333333,0.19047619047619047
2025-07-01,777281,13,2,1,22,3,43,SEA,0.15384615384615385,0.07692307692307693,0.13636363636363635
2025-07-02,777262,17,7,1,33,13,71,SEA,0.4117647058823529,0.058823529411764705,0.3939393939393939
2025-07-03,777251,16,2,4,23,2,60,SEA,0.125,0.25,0.08695652173913043
2025-07-04,777236,12,4,1,16,5,44,SEA,0.3333333333333333,0.08333333333333333,0.3125
2025-07-05,777225,7,3,1,12,6,27,SEA,0.42857142857142855,0.14285714285714285,0.5
2025-07-06,777205,9,4,0,22,7,41,SEA,0.4444444444444444,0.0,0.3181818181818182
2025-07-08,777187,14,4,0,26,2,43,SEA,0.2857142857142857,0.0,0.07692307692307693
2025-07-09,777184,15,1,1,28,3,54,SEA,0.06666666666666667,0.06666666666666667,0.10714285714285714
2025-07-10,777169,14,1,2,22,2,58,SEA,0.07142857142857142,0.14285714285714285,0.09090909090909091
2025-07-11,777161,15,4,2,25,5,53,SEA,0.26666666666666666,0.13333333333333333,0.2
2025-07-12,777145,19,4,2,30,7,66,SEA,0.21052631578947367,0.10526315789473684,0.23333333333333334
2025-07-13,777121,13,4,0,28,10,56,SEA,0.3076923076923077,0.0,0.35714285714285715
2025-07-18,777099,9,1,1,14,1,36,SEA,0.1111111111111111,0.1111111111111111,0.07142857142857142
2025-07-19,777086,31,9,2,57,14,117,SEA,0.2903225806451613,0.06451612903225806,0.24561403508771928
